,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
9368,escitalopram,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9369,escitalopram,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9370,escitalopram,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9371,escitalopram,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9372,paroxetine,linezolid,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Probable
9373,paroxetine,linezolid,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Probable
9374,paroxetine,linezolid,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Probable
9375,paroxetine,linezolid,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Probable
9376,paroxetine,linezolid,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Probable
9377,paroxetine,moclobemide,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9378,paroxetine,moclobemide,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9379,paroxetine,moclobemide,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9380,paroxetine,moclobemide,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9381,paroxetine,moclobemide,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9382,paroxetine,phenelzine,hypertension,10020772,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9383,paroxetine,phenelzine,tachycardia,10043071,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9384,paroxetine,phenelzine,mental status changes,10048294,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9385,paroxetine,phenelzine,hyperthermia,10020843,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9386,paroxetine,phenelzine,myoclonus,10028622,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9387,paroxetine,selegiline,hypertension,10020772,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9388,paroxetine,selegiline,tachycardia,10043071,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9389,paroxetine,selegiline,mental status changes,10048294,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9390,paroxetine,selegiline,hyperthermia,10020843,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9391,paroxetine,selegiline,myoclonus,10028622,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9392,paroxetine,methylene blue,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9393,paroxetine,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9394,paroxetine,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9395,paroxetine,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9396,paroxetine,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9397,phenelzine,vortioxetine,hypertension,10020772,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9398,phenelzine,vortioxetine,tachycardia,10043071,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9399,phenelzine,vortioxetine,mental status changes,10048294,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9400,phenelzine,vortioxetine,hyperthermia,10020843,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9401,phenelzine,vortioxetine,myoclonus,10028622,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9402,phenelzine,fluvoxamine,hypertension,10020772,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9403,phenelzine,fluvoxamine,tachycardia,10043071,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9404,phenelzine,fluvoxamine,mental status changes,10048294,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9405,phenelzine,fluvoxamine,hyperthermia,10020843,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9406,phenelzine,fluvoxamine,myoclonus,10028622,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9407,phenelzine,fluoxetine,hypertension,10020772,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9408,phenelzine,fluoxetine,tachycardia,10043071,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9409,phenelzine,fluoxetine,mental status changes,10048294,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9410,phenelzine,fluoxetine,hyperthermia,10020843,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9411,phenelzine,fluoxetine,myoclonus,10028622,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9412,phenelzine,citalopram,hypertension,10020772,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9413,phenelzine,citalopram,tachycardia,10043071,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9414,phenelzine,citalopram,mental status changes,10048294,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9415,phenelzine,citalopram,hyperthermia,10020843,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9416,phenelzine,citalopram,myoclonus,10028622,Micromedex,,Contraindicated,Contraindicated,,Theoretical
9417,sertraline,linezolid,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Probable
9418,sertraline,linezolid,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Probable
9419,sertraline,linezolid,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Probable
9420,sertraline,linezolid,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Probable
9421,sertraline,linezolid,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Probable
9422,sertraline,methylene blue,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9423,sertraline,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9424,sertraline,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9425,sertraline,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9426,sertraline,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9427,fluvoxamine,linezolid,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9428,fluvoxamine,linezolid,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9429,fluvoxamine,linezolid,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9430,fluvoxamine,linezolid,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9431,fluvoxamine,linezolid,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9432,fluvoxamine,moclobemide,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9433,fluvoxamine,moclobemide,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9434,fluvoxamine,moclobemide,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9435,fluvoxamine,moclobemide,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9436,fluvoxamine,moclobemide,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9437,fluvoxamine,selegiline,hypertension,10020772,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9438,fluvoxamine,selegiline,tachycardia,10043071,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9439,fluvoxamine,selegiline,mental status changes,10048294,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9440,fluvoxamine,selegiline,hyperthermia,10020843,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9441,fluvoxamine,selegiline,myoclonus,10028622,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9442,fluvoxamine,methylene blue,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9443,fluvoxamine,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9444,fluvoxamine,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9445,fluvoxamine,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9446,fluvoxamine,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9447,fluoxetine,linezolid,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Probable
9448,fluoxetine,linezolid,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Probable
9449,fluoxetine,linezolid,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Probable
9450,fluoxetine,linezolid,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Probable
9451,fluoxetine,linezolid,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Probable
9452,fluoxetine,moclobemide,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9453,fluoxetine,moclobemide,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9454,fluoxetine,moclobemide,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9455,fluoxetine,moclobemide,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9456,fluoxetine,moclobemide,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9457,fluoxetine,selegiline,hypertension,10020772,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9458,fluoxetine,selegiline,tachycardia,10043071,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9459,fluoxetine,selegiline,mental status changes,10048294,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9460,fluoxetine,selegiline,hyperthermia,10020843,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9461,fluoxetine,selegiline,myoclonus,10028622,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9462,fluoxetine,methylene blue,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9463,fluoxetine,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9464,fluoxetine,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9465,fluoxetine,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9466,fluoxetine,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9467,selegiline,vortioxetine,hypertension,10020772,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9468,selegiline,vortioxetine,tachycardia,10043071,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9469,selegiline,vortioxetine,mental status changes,10048294,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9470,selegiline,vortioxetine,hyperthermia,10020843,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9471,selegiline,vortioxetine,myoclonus,10028622,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9472,selegiline,citalopram,hypertension,10020772,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9473,selegiline,citalopram,tachycardia,10043071,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9474,selegiline,citalopram,mental status changes,10048294,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9475,selegiline,citalopram,hyperthermia,10020843,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9476,selegiline,citalopram,myoclonus,10028622,Micromedex,,Take into consideration,Contraindicated,,Theoretical
9477,citalopram,linezolid,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Established
9478,citalopram,linezolid,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Established
9479,citalopram,linezolid,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Established
9480,citalopram,linezolid,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Established
9481,citalopram,linezolid,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Established
9482,citalopram,moclobemide,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Theoretical
9483,citalopram,moclobemide,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Theoretical
9484,citalopram,moclobemide,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Theoretical
9485,citalopram,moclobemide,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Theoretical
9486,citalopram,moclobemide,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Theoretical
9487,citalopram,methylene blue,hypertension,10020772,Micromedex,,Not recommended,Contraindicated,,Probable
9488,citalopram,methylene blue,tachycardia,10043071,Micromedex,,Not recommended,Contraindicated,,Probable
9489,citalopram,methylene blue,mental status changes,10048294,Micromedex,,Not recommended,Contraindicated,,Probable
9490,citalopram,methylene blue,hyperthermia,10020843,Micromedex,,Not recommended,Contraindicated,,Probable
9491,citalopram,methylene blue,myoclonus,10028622,Micromedex,,Not recommended,Contraindicated,,Probable
9492,vinflunine,dabrafenib,electrocardiogram qt prolonged,10014387,Micromedex,,Not recommended,Major,,Theoretical
9493,dronedarone,piperaquine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
9494,fingolimod,vandetanib,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
9495,droperidol,fingolimod,torsade de pointes,10044066,Micromedex,Severe,Precautions for use,Major,Theoretical,Theoretical
9496,thiopental,lormetazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9497,thiopental,nitrazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9498,thiopental,clobazam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9499,thiopental,midazolam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9500,thiopental,diazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9501,thiopental,oxazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9502,thiopental,flurazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9503,thiopental,sodium oxybate,respiratory depression,10038678,Micromedex,,Contraindicated,Major,,Theoretical
9504,thiopental,alprazolam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9505,thiopental,lorazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9506,thiopental,clonazepam,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9507,thiopental,chlordiazepoxide,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Probable
9508,midazolam,phenobarbital,respiratory depression,10038678,Micromedex,Moderate,Not recommended,Major,Study,Probable
9509,midazolam,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9510,diazepam,phenobarbital,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9511,diazepam,primidone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9512,diazepam,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9513,oxazepam,phenobarbital,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9514,oxazepam,primidone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9515,oxazepam,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9516,phenobarbital,lormetazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9517,phenobarbital,nitrazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9518,phenobarbital,clobazam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9519,phenobarbital,primidone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9520,phenobarbital,flurazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9521,phenobarbital,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9522,phenobarbital,alprazolam,respiratory depression,10038678,Micromedex,Moderate,Not recommended,Major,Theoretical,Probable
9523,phenobarbital,lorazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9524,phenobarbital,clonazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9525,phenobarbital,chlordiazepoxide,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9526,primidone,lormetazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9527,primidone,nitrazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9528,primidone,clobazam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9529,primidone,flurazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9530,primidone,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9531,primidone,alprazolam,respiratory depression,10038678,Micromedex,Moderate,Not recommended,Major,Theoretical,Probable
9532,primidone,lorazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9533,primidone,clonazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9534,primidone,chlordiazepoxide,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Probable
9535,flurazepam,sodium oxybate,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9536,sodium oxybate,lormetazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9537,sodium oxybate,nitrazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9538,sodium oxybate,clobazam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9539,sodium oxybate,alprazolam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9540,sodium oxybate,lorazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9541,sodium oxybate,clonazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9542,sodium oxybate,chlordiazepoxide,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9543,paliperidone,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9544,risperidone,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9545,pimozide,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9546,olanzapine,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9547,loxapine,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9548,chlorpromazine,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9549,clozapine,clonidine,orthostatic intolerance,10063927,Micromedex,,Not recommended,Moderate,,Theoretical
9550,paliperidone,tetrabenazine,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
9551,droperidol,tetrabenazine,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
9552,citalopram,vandetanib,torsade de pointes,10044066,Micromedex,Severe,Contraindicated,Major,,Theoretical
9553,tetrabenazine,methadone,torsade de pointes,10044066,Micromedex,Severe,Not recommended,Major,,Theoretical
9554,trihexyphenidyl,promethazine,hyperpyrexia,10020741,Micromedex,,Take into consideration,Moderate,,Theoretical
9555,trihexyphenidyl,promethazine,ileus,10021328,Micromedex,,Take into consideration,Moderate,,Theoretical
9556,trihexyphenidyl,promethazine,sedation,10039897,Micromedex,,Take into consideration,Moderate,,Theoretical
9557,trihexyphenidyl,promethazine,dry mouth,10013781,Micromedex,,Take into consideration,Moderate,,Theoretical
9558,trimipramine,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9559,amitriptyline,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9560,doxepin,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9561,selegiline,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9562,imipramine,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9563,clomipramine,propranolol,orthostatic hypotension,10031127,Micromedex,,Take into consideration,Moderate,,Theoretical
9564,trimipramine,nefopam,seizure,10039906,Micromedex,,Not recommended,Major,,Probable
9565,amitriptyline,nefopam,seizure,10039906,Micromedex,,Not recommended,Major,,Probable
9566,doxepin,nefopam,seizure,10039906,Micromedex,,Not recommended,Major,,Probable
9567,imipramine,nefopam,seizure,10039906,Micromedex,,Take into consideration,Major,,Probable
9568,clomipramine,nefopam,seizure,10039906,Micromedex,,Take into consideration,Major,,Probable
9569,trimipramine,baclofen,amnesia,10001949,Micromedex,,Not recommended,Minor,,Theoretical
9570,trimipramine,baclofen,hypotonia,10021118,Micromedex,,Not recommended,Minor,,Theoretical
9571,amitriptyline,baclofen,amnesia,10001949,Micromedex,,Not recommended,Minor,,Theoretical
9572,amitriptyline,baclofen,hypotonia,10021118,Micromedex,,Not recommended,Minor,,Theoretical
9573,baclofen,doxepin,amnesia,10001949,Micromedex,,Not recommended,Minor,,Probable
9574,baclofen,doxepin,hypotonia,10021118,Micromedex,,Not recommended,Minor,,Probable
9575,trimipramine,duloxetine,arrhythmia,10003119,Micromedex,,Take into consideration,Moderate,,Theoretical
9576,trimipramine,duloxetine,sedation,10039897,Micromedex,,Take into consideration,Moderate,,Theoretical
9577,trimipramine,duloxetine,confusional state,10010305,Micromedex,,Take into consideration,Moderate,,Theoretical
9578,amitriptyline,duloxetine,arrhythmia,10003119,Micromedex,,Take into consideration,Moderate,,Theoretical
9579,amitriptyline,duloxetine,sedation,10039897,Micromedex,,Take into consideration,Moderate,,Theoretical
9580,amitriptyline,duloxetine,confusional state,10010305,Micromedex,,Take into consideration,Moderate,,Theoretical
9581,duloxetine,imipramine,arrhythmia,10003119,Micromedex,,Take into consideration,Moderate,,Theoretical
9582,duloxetine,imipramine,sedation,10039897,Micromedex,,Take into consideration,Moderate,,Theoretical
9583,duloxetine,imipramine,confusional state,10010305,Micromedex,,Take into consideration,Moderate,,Theoretical
9584,duloxetine,clomipramine,arrhythmia,10003119,Micromedex,,Take into consideration,Moderate,,Theoretical
9585,duloxetine,clomipramine,sedation,10039897,Micromedex,,Take into consideration,Moderate,,Theoretical
9586,duloxetine,clomipramine,confusional state,10010305,Micromedex,,Take into consideration,Moderate,,Theoretical
9587,trimipramine,paroxetine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9588,amitriptyline,paroxetine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9589,paroxetine,doxepin,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9590,paroxetine,venlafaxine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
9591,paroxetine,imipramine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9592,paroxetine,clomipramine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9593,trimipramine,sertraline,electrocardiogram qt prolonged,10014387,Micromedex,,Precautions for use,Major,,Theoretical
9594,escitalopram,paroxetine,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
9595,escitalopram,sertraline,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
9596,sertraline,citalopram,electrocardiogram qt prolonged,10014387,Micromedex,,Take into consideration,Major,,Theoretical
9597,trimipramine,bupropion,seizure,10039906,Micromedex,Severe,Take into consideration,Major,Study,Theoretical
9598,amitriptyline,bupropion,seizure,10039906,Micromedex,Severe,Take into consideration,Major,Study,Theoretical
9599,duloxetine,bupropion,seizure,10039906,Micromedex,,Take into consideration,Major,,Theoretical
9600,paroxetine,bupropion,seizure,10039906,Micromedex,,Take into consideration,Major,,Theoretical
9601,doxepin,bupropion,seizure,10039906,Micromedex,Severe,Take into consideration,Major,Study,Theoretical
9602,venlafaxine,bupropion,seizure,10039906,Micromedex,,Take into consideration,Major,,Theoretical
9603,bupropion,fluoxetine,seizure,10039906,Micromedex,,Take into consideration,Major,,Theoretical
9604,bupropion,imipramine,seizure,10039906,Micromedex,Severe,Take into consideration,Major,Study,Theoretical
9605,bupropion,clomipramine,seizure,10039906,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9606,trimipramine,fluoxetine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9607,amitriptyline,fluoxetine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9608,doxepin,fluoxetine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9609,fluoxetine,imipramine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9610,fluoxetine,clomipramine,electrocardiogram qt prolonged,10014387,Micromedex,Severe,Precautions for use,Major,Study,Theoretical
9611,trimipramine,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9612,trimipramine,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9613,trimipramine,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9614,trimipramine,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9615,midazolam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9616,midazolam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9617,midazolam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9618,midazolam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9619,midazolam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9620,amitriptyline,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9621,amitriptyline,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9622,amitriptyline,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9623,amitriptyline,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9624,baclofen,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9625,baclofen,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9626,baclofen,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9627,baclofen,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9628,diazepam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9629,diazepam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9630,diazepam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9631,diazepam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9632,diazepam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9633,oxazepam,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
9634,oxazepam,loxapine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
9635,oxazepam,loxapine,hypotension,10021097,Micromedex,,Not recommended,Major,,Theoretical
9636,oxazepam,loxapine,sedation,10039897,Micromedex,,Not recommended,Major,,Theoretical
9637,oxazepam,loxapine,syncope,10042772,Micromedex,,Not recommended,Major,,Theoretical
9638,phenobarbital,loxapine,cognitive disorder,10057668,Micromedex,,Not recommended,Major,,Theoretical
