drug_node_name,Gene Name
iloprost,PLAT
iloprost,PDE4A
iloprost,PDE4D
iloprost,PDE4C
iloprost,PTGDR2
glucosamine,PTGER1
glucosamine,APOM
glucosamine,SLC2A4
glucosamine,GHR
glucosamine,ACSS2
glucosamine,MT1F
glucosamine,SLC2A2
glucosamine,RXRB
glucosamine,SUCLG2
glucosamine,MT1L
glucosamine,SLC2A1
glucosamine,NDUFA4
glucosamine,TOP1
glucosamine,SLC2A3
glucosamine,IFNG
glucosamine,RELA
pindolol,DLAT
pindolol,MAT2A
pindolol,ORM1
pindolol,KCNQ2
pindolol,MS4A1
pindolol,NDUFS7
pindolol,ORM2
pindolol,CUBN
pindolol,ESR1
pindolol,SLC22A2
pindolol,ADRB1
pindolol,ACE2
pindolol,SLC19A1
pindolol,ARG1
pindolol,CYP2D6
pindolol,SLC30A4
pindolol,HTR1A
pindolol,HNMT
pindolol,SLC30A9
pindolol,ALDH3B1
pindolol,SULT2A1
pindolol,AZIN2
pindolol,SULT1A1
pindolol,SLC16A3
pindolol,SULT1A2
pindolol,LCMT1
pindolol,SULT1A3
pindolol,HTR2A
pindolol,SULT1A4
pindolol,SSTR1
pindolol,SULT1C2
pindolol,KIT
pindolol,SULT1C3
pindolol,GRIN2C
pindolol,SULT1C4
pindolol,HPD
pindolol,SULT4A1
pindolol,ENPP1
pindolol,SULT6B1
pindolol,SULT1B1
pindolol,UGT1A1
pindolol,KCNE1
pindolol,UGT1A10
pindolol,TSHR
pindolol,UGT1A3
pindolol,IARS
pindolol,UGT1A4
pindolol,PCCA
pindolol,UGT1A6
pindolol,NDUFS1
pindolol,UGT1A7
pindolol,PCYT1B
pindolol,UGT1A8
pindolol,SCNN1D
pindolol,UGT1A9
pindolol,CRAT
pindolol,UGT2B15
pindolol,SCNN1G
pindolol,UGT2B4
pindolol,UGT2B7
pindolol,ADRB2
pindolol,HTR1B
pindolol,ADRB3
pindolol,ADRB1
pindolol,ADRB2
pindolol,ADRB3
nadolol,DLAT
nadolol,MAT2A
nadolol,ORM1
nadolol,KCNQ2
nadolol,MS4A1
nadolol,NDUFS7
nadolol,ORM2
nadolol,CUBN
nadolol,AASS
nadolol,MT-CO1
nadolol,MT1B
nadolol,ABCB1
nadolol,ALDH2
nadolol,ATP1A1
nadolol,SLC47A1
nadolol,ADRB1
nadolol,ACE2
nadolol,SLC19A1
nadolol,BDH1
nadolol,TGM2
nadolol,SLC47A2
nadolol,ASPA
nadolol,CYP1B1
nadolol,POU2F2
nadolol,PTGS2
nadolol,GLUL
nadolol,POU2F1
nadolol,ADRB2
donepezil,NOS1
donepezil,ALOX15
donepezil,CCS
donepezil,SLC6A9
donepezil,CKB
donepezil,NAGLU
donepezil,MT3
donepezil,ABCG2
donepezil,ARG1
donepezil,CYP2D6
donepezil,SLC30A4
donepezil,SORD
donepezil,CYP3A4
donepezil,SLC30A5
donepezil,MAT2A
donepezil,CYP2C9
donepezil,SLC39A1
donepezil,ACHE
donepezil,DGAT2
donepezil,HTR2A
donepezil,SULT1A4
donepezil,IL1B
donepezil,BCHE
donepezil,NFKB2
donepezil,NFKB1
donepezil,TNFAIP6
donepezil,GRIN1
donepezil,GRIN2A
donepezil,GRIN2B
donepezil,GRIN2C
donepezil,GRIN2D
donepezil,GRIN3A
donepezil,GRIN3B
gentamicin,LDHB
gentamicin,GMPS
gentamicin,COX17
gentamicin,LRP2
gentamicin,CD52
gentamicin,ELANE
gentamicin,MT4
gentamicin,ABCC2
gentamicin,ESR1
gentamicin,SLC22A2
gentamicin,DHFR
bezafibrate,PPARA
bezafibrate,PPARA
bezafibrate,HSD11B1
bezafibrate,HSD11B1
bezafibrate,MT1HL1
bezafibrate,MT1HL1
bezafibrate,SLCO1B1
bezafibrate,SLCO1B1
bezafibrate,RXRB
bezafibrate,SUCLG2
bezafibrate,MT1L
bezafibrate,SLC2A1
bezafibrate,PPARG
bezafibrate,SEPP1
bezafibrate,SORD
bezafibrate,CYP3A4
bezafibrate,SLC30A5
bezafibrate,ALOX15
bezafibrate,CYP2C8
bezafibrate,SLC30A6
bezafibrate,FGF4
bezafibrate,CYP1A1
bezafibrate,RXRA
bezafibrate,CYP21A2
bezafibrate,RXRG
bezafibrate,NR1I2
bezafibrate,PPARD
ciprofibrate,PPARA
ciprofibrate,HSD11B1
ciprofibrate,MT1HL1
ciprofibrate,SLCO1B1
sildenafil,PPARA
sildenafil,HSD11B1
sildenafil,MT1HL1
sildenafil,SLCO1B1
sildenafil,AASS
sildenafil,MT-CO1
sildenafil,MT1B
sildenafil,ABCB1
sildenafil,TOP1MT
sildenafil,MMAB
sildenafil,IGFBP1
sildenafil,ABCC4
sildenafil,APRT
sildenafil,AKR1C3
sildenafil,ABCC5
sildenafil,IDO1
sildenafil,ABCC10
sildenafil,PDE5A
sildenafil,ANPEP
sildenafil,SLC22A12
sildenafil,SLC38A3
sildenafil,CYP3A5
sildenafil,SLC30A7
sildenafil,ARG1
sildenafil,CYP2D6
sildenafil,SLC30A4
sildenafil,SORD
sildenafil,CYP3A4
sildenafil,SLC30A5
sildenafil,MAT2A
sildenafil,CYP2C9
sildenafil,SLC39A1
sildenafil,HSD17B10
sildenafil,CYP2E1
sildenafil,NDUFA4L2
sildenafil,CYP2C19
sildenafil,PRLR
sildenafil,CYP3A7
sildenafil,PDE6G
sildenafil,PDE6H
sumatriptan,PPARA
sumatriptan,HSD11B1
sumatriptan,MT1HL1
sumatriptan,SLCO1B1
sumatriptan,AASS
sumatriptan,MT-CO1
sumatriptan,MT1B
sumatriptan,ABCB1
sumatriptan,CKB
sumatriptan,NAGLU
sumatriptan,MT3
sumatriptan,ABCG2
sumatriptan,SLC18A2
sumatriptan,PCYT1A
sumatriptan,SLCO1A2
sumatriptan,ALOX5
sumatriptan,MAOA
sumatriptan,CACNA1E
sumatriptan,HTR1A
sumatriptan,HNMT
sumatriptan,SLC30A9
sumatriptan,HTR1F
sumatriptan,NME1
sumatriptan,HTR1D
sumatriptan,HTR1B
fluvastatin,PPARA
fluvastatin,HSD11B1
fluvastatin,MT1HL1
fluvastatin,SLCO1B1
fluvastatin,MCCC2
fluvastatin,DHFR
fluvastatin,MT1A
fluvastatin,SLC15A1
fluvastatin,NR0B1
fluvastatin,CYP17A1
fluvastatin,MT1E
fluvastatin,SLCO2B1
fluvastatin,CD52
fluvastatin,ELANE
fluvastatin,MT4
fluvastatin,ABCC2
fluvastatin,ALDH7A1
fluvastatin,HMOX1
fluvastatin,SLCO1B3
fluvastatin,SLC38A3
fluvastatin,CYP3A5
fluvastatin,SLC30A7
fluvastatin,ARG1
fluvastatin,CYP2D6
fluvastatin,SLC30A4
fluvastatin,SORD
fluvastatin,CYP3A4
fluvastatin,SLC30A5
fluvastatin,MAT2A
fluvastatin,CYP2C9
fluvastatin,SLC39A1
fluvastatin,ALOX15
fluvastatin,CYP2C8
fluvastatin,SLC30A6
fluvastatin,NDUFA4L2
fluvastatin,CYP2C19
fluvastatin,TYMS
fluvastatin,UGT1A1
fluvastatin,FGF4
fluvastatin,CYP1A1
fluvastatin,CYP2B6
fluvastatin,ATP4A
fluvastatin,UGT1A3
fluvastatin,AOC1
fluvastatin,UGT2B7
fluvastatin,HMGCR
fluvastatin,HDAC2
everolimus,PPARA
everolimus,HSD11B1
everolimus,MT1HL1
everolimus,SLCO1B1
everolimus,AASS
everolimus,MT-CO1
everolimus,MT1B
everolimus,ABCB1
everolimus,SLC18A2
everolimus,PCYT1A
everolimus,SLCO1A2
everolimus,ALDH7A1
everolimus,HMOX1
everolimus,SLCO1B3
everolimus,ARG1
everolimus,CYP2D6
everolimus,SLC30A4
everolimus,SORD
everolimus,CYP3A4
everolimus,SLC30A5
everolimus,MTOR
eltrombopag,PPARA
eltrombopag,HSD11B1
eltrombopag,MT1HL1
eltrombopag,SLCO1B1
eltrombopag,CKB
eltrombopag,NAGLU
eltrombopag,MT3
eltrombopag,ABCG2
eltrombopag,SIGMAR1
eltrombopag,CYP1A2
eltrombopag,SLC39A2
eltrombopag,ALOX15
eltrombopag,CYP2C8
eltrombopag,SLC30A6
eltrombopag,GMPS
eltrombopag,UGT1A9
eltrombopag,TYMS
eltrombopag,UGT1A1
eltrombopag,ATP4A
eltrombopag,UGT1A3
eltrombopag,MPL
idelalisib,PPARA
idelalisib,HSD11B1
idelalisib,MT1HL1
idelalisib,SLCO1B1
idelalisib,AASS
idelalisib,MT-CO1
idelalisib,MT1B
idelalisib,ABCB1
idelalisib,CKB
idelalisib,NAGLU
idelalisib,MT3
idelalisib,ABCG2
idelalisib,ALDH7A1
idelalisib,HMOX1
idelalisib,SLCO1B3
idelalisib,SLC38A3
idelalisib,CYP3A5
idelalisib,SLC30A7
idelalisib,SORD
idelalisib,CYP3A4
idelalisib,SLC30A5
idelalisib,ALOX15
idelalisib,CYP2C8
idelalisib,SLC30A6
idelalisib,NDUFA4L2
idelalisib,CYP2C19
idelalisib,CA2
idelalisib,AOX1
idelalisib,MTNR1B
idelalisib,UGT1A4
idelalisib,CYP2B6
idelalisib,F7
idelalisib,CYP3A43
idelalisib,PRLR
idelalisib,CYP3A7
idelalisib,PIK3CD
cobicistat,PPARA
cobicistat,HSD11B1
cobicistat,MT1HL1
cobicistat,SLCO1B1
cobicistat,AASS
cobicistat,MT-CO1
cobicistat,MT1B
cobicistat,ABCB1
cobicistat,CKB
cobicistat,NAGLU
cobicistat,MT3
cobicistat,ABCG2
cobicistat,ALDH7A1
cobicistat,HMOX1
cobicistat,SLCO1B3
cobicistat,SLC38A3
cobicistat,CYP3A5
cobicistat,SLC30A7
cobicistat,ARG1
cobicistat,CYP2D6
cobicistat,SLC30A4
cobicistat,SORD
cobicistat,CYP3A4
cobicistat,SLC30A5
cobicistat,F7
cobicistat,CYP3A43
cobicistat,PRLR
cobicistat,CYP3A7
sacubitril,PPARA
sacubitril,HSD11B1
sacubitril,MT1HL1
sacubitril,SLCO1B1
sacubitril,ALDH7A1
sacubitril,HMOX1
sacubitril,SLCO1B3
sacubitril,MME
sacubitril,TGM4
paritaprevir,PPARA
paritaprevir,HSD11B1
paritaprevir,MT1HL1
paritaprevir,SLCO1B1
paritaprevir,AASS
paritaprevir,MT-CO1
paritaprevir,MT1B
paritaprevir,ABCB1
paritaprevir,CKB
paritaprevir,NAGLU
paritaprevir,MT3
paritaprevir,ABCG2
paritaprevir,ALDH7A1
paritaprevir,HMOX1
paritaprevir,SLCO1B3
paritaprevir,SLC38A3
paritaprevir,CYP3A5
paritaprevir,SLC30A7
paritaprevir,SORD
paritaprevir,CYP3A4
paritaprevir,SLC30A5
paritaprevir,TYMS
paritaprevir,UGT1A1
pibrentasvir,PPARA
pibrentasvir,HSD11B1
pibrentasvir,MT1HL1
pibrentasvir,SLCO1B1
pibrentasvir,AASS
pibrentasvir,MT-CO1
pibrentasvir,MT1B
pibrentasvir,ABCB1
pibrentasvir,CKB
pibrentasvir,NAGLU
pibrentasvir,MT3
pibrentasvir,ABCG2
pibrentasvir,ALDH7A1
pibrentasvir,HMOX1
pibrentasvir,SLCO1B3
pibrentasvir,TYMS
pibrentasvir,UGT1A1
pibrentasvir,HSD17B4
pibrentasvir,CYP3A4
pibrentasvir,ALAS1
pibrentasvir,CYP3A43
pibrentasvir,CKMT2
pibrentasvir,CYP3A5
pibrentasvir,CHRNA10
pibrentasvir,CYP3A7
glecaprevir,PPARA
glecaprevir,HSD11B1
glecaprevir,MT1HL1
glecaprevir,SLCO1B1
glecaprevir,AASS
glecaprevir,MT-CO1
glecaprevir,MT1B
glecaprevir,ABCB1
glecaprevir,CKB
glecaprevir,NAGLU
glecaprevir,MT3
glecaprevir,ABCG2
glecaprevir,ALDH7A1
glecaprevir,HMOX1
glecaprevir,SLCO1B3
glecaprevir,SORD
glecaprevir,CYP3A4
glecaprevir,SLC30A5
glecaprevir,TYMS
glecaprevir,UGT1A1
glecaprevir,HSD17B4
glecaprevir,CYP3A4
glecaprevir,ALAS1
glecaprevir,CYP3A43
glecaprevir,CKMT2
glecaprevir,CYP3A5
glecaprevir,CHRNA10
glecaprevir,CYP3A7
ramipril,MCCC2
ramipril,DHFR
ramipril,MT1A
ramipril,SLC15A1
ramipril,PLOD1
ramipril,ACHE
ramipril,IGFALS
ramipril,SLC15A2
ramipril,ACE
ramipril,PLA2G2A
ramipril,SLC25A1
ramipril,SERPINE1
ramipril,BCHE
ramipril,CACNB2
ramipril,BDKRB1
midodrine,MCCC2
midodrine,DHFR
midodrine,MT1A
midodrine,SLC15A1
midodrine,ARG1
midodrine,CYP2D6
midodrine,SLC30A4
midodrine,ADRA1A
midodrine,ADRA1B
midodrine,ADRA1D
fosinopril,MCCC2
fosinopril,DHFR
fosinopril,MT1A
fosinopril,SLC15A1
fosinopril,PLOD1
fosinopril,ACHE
fosinopril,IGFALS
fosinopril,SLC15A2
fosinopril,ACE
fosinopril,PLA2G2A
fosinopril,SLC25A1
trandolapril,MCCC2
trandolapril,DHFR
trandolapril,MT1A
trandolapril,SLC15A1
trandolapril,PLOD1
trandolapril,ACHE
trandolapril,IGFALS
trandolapril,SLC15A2
trandolapril,ACE
trandolapril,PLA2G2A
trandolapril,SLC25A1
trandolapril,CACNB1
trandolapril,CES1
trandolapril,SLC39A8
lisinopril,MCCC2
lisinopril,DHFR
lisinopril,MT1A
lisinopril,SLC15A1
lisinopril,PLOD1
lisinopril,ACHE
lisinopril,IGFALS
lisinopril,SLC15A2
lisinopril,ACE
lisinopril,PLA2G2A
lisinopril,SLC25A1
lisinopril,REN
lisinopril,ELOVL4
lisinopril,TRPM3
perindopril,MCCC2
perindopril,DHFR
perindopril,MT1A
perindopril,SLC15A1
perindopril,PLOD1
perindopril,ACHE
perindopril,IGFALS
perindopril,SLC15A2
perindopril,ACE
perindopril,PLA2G2A
perindopril,SLC25A1
perindopril,SERPINE1
perindopril,BCHE
perindopril,CACNB2
perindopril,SFRP4
bortezomib,AASS
bortezomib,MT-CO1
bortezomib,MT1B
bortezomib,ABCB1
bortezomib,ALDH7A1
bortezomib,HMOX1
bortezomib,SLCO1B3
bortezomib,ARG1
bortezomib,CYP2D6
bortezomib,SLC30A4
bortezomib,SIGMAR1
bortezomib,CYP1A2
bortezomib,SLC39A2
bortezomib,SORD
bortezomib,CYP3A4
bortezomib,SLC30A5
bortezomib,MAT2A
bortezomib,CYP2C9
bortezomib,SLC39A1
bortezomib,NDUFA4L2
bortezomib,CYP2C19
bortezomib,PSMB1
bortezomib,PSMB5
fluconazole,AASS
fluconazole,MT-CO1
fluconazole,MT1B
fluconazole,ABCB1
fluconazole,SLC38A3
fluconazole,CYP3A5
fluconazole,SLC30A7
fluconazole,SORD
fluconazole,CYP3A4
fluconazole,SLC30A5
fluconazole,MAT2A
fluconazole,CYP2C9
fluconazole,SLC39A1
fluconazole,NDUFA4L2
fluconazole,CYP2C19
azithromycin,AASS
azithromycin,MT-CO1
azithromycin,MT1B
azithromycin,ABCB1
azithromycin,CD52
azithromycin,ELANE
azithromycin,MT4
azithromycin,ABCC2
azithromycin,SORD
azithromycin,CYP3A4
azithromycin,SLC30A5
azithromycin,PADI4
citalopram,AASS
citalopram,MT-CO1
citalopram,MT1B
citalopram,ABCB1
citalopram,ARG1
citalopram,CYP2D6
citalopram,SLC30A4
citalopram,SIGMAR1
citalopram,CYP1A2
citalopram,SLC39A2
citalopram,SORD
citalopram,CYP3A4
citalopram,SLC30A5
citalopram,NDUFA4L2
citalopram,CYP2C19
citalopram,HRH1
citalopram,NUAK2
citalopram,SLC6A4
venlafaxine,AASS
venlafaxine,MT-CO1
venlafaxine,MT1B
venlafaxine,ABCB1
venlafaxine,CKB
venlafaxine,NAGLU
venlafaxine,MT3
venlafaxine,ABCG2
venlafaxine,ARG1
venlafaxine,CYP2D6
venlafaxine,SLC30A4
venlafaxine,SORD
venlafaxine,CYP3A4
venlafaxine,SLC30A5
venlafaxine,SLC6A2
venlafaxine,SLC6A3
venlafaxine,SLC6A4
tenofovir disoproxil,AASS
tenofovir disoproxil,MT-CO1
tenofovir disoproxil,MT1B
tenofovir disoproxil,ABCB1
tenofovir disoproxil,NDUFA10
tenofovir disoproxil,PROC
tenofovir disoproxil,MT2A
tenofovir disoproxil,SLC22A6
tenofovir disoproxil,CD52
tenofovir disoproxil,ELANE
tenofovir disoproxil,MT4
tenofovir disoproxil,ABCC2
tenofovir disoproxil,TOP1MT
tenofovir disoproxil,MMAB
tenofovir disoproxil,IGFBP1
tenofovir disoproxil,ABCC4
tenofovir disoproxil,TPH1
tenofovir disoproxil,CHDH
tenofovir disoproxil,SLC22A8
tenofovir disoproxil,IDO1
tenofovir disoproxil,ABCC10
tenofovir disoproxil,PPAT
tenofovir disoproxil,AK2
tenofovir disoproxil,CPT1A
tenofovir disoproxil,AK4
tenofovir disoproxil,HTR1F
tenofovir disoproxil,NME1
tenofovir disoproxil,NME2
tenofovir disoproxil,KCNH6
tenofovir disoproxil,CKB
tenofovir disoproxil,NTSR2
tenofovir disoproxil,CKM
tenofovir disoproxil,ADH1C
tenofovir disoproxil,CKMT2
tenofovir disoproxil,CKMT1A
zolmitriptan,AASS
zolmitriptan,MT-CO1
zolmitriptan,MT1B
zolmitriptan,ABCB1
zolmitriptan,ALOX5
zolmitriptan,MAOA
zolmitriptan,CACNA1E
zolmitriptan,SIGMAR1
zolmitriptan,CYP1A2
zolmitriptan,SLC39A2
zolmitriptan,HTR1A
zolmitriptan,HNMT
zolmitriptan,SLC30A9
zolmitriptan,HTR2B
zolmitriptan,HTR2A
zolmitriptan,SULT1A4
zolmitriptan,HTR1F
zolmitriptan,NME1
zolmitriptan,HTR1E
zolmitriptan,SUCLG2
zolmitriptan,HTR7
zolmitriptan,HTR1D
zolmitriptan,HTR1B
clobazam,AASS
clobazam,MT-CO1
clobazam,MT1B
clobazam,ABCB1
clobazam,ARG1
clobazam,CYP2D6
clobazam,SLC30A4
clobazam,SORD
clobazam,CYP3A4
clobazam,SLC30A5
clobazam,NDUFA4L2
clobazam,CYP2C19
clobazam,CYP2B6
clobazam,CYP17A1
clobazam,CYP2C18
clobazam,GABRA1
clobazam,GABRA2
clobazam,GABRA3
clobazam,GABRA4
clobazam,GABRA5
clobazam,GABRA6
clobazam,GABRB1
clobazam,GABRB2
clobazam,GABRB3
clobazam,GABRD
clobazam,GABRE
clobazam,GABRG1
clobazam,GABRG2
clobazam,GABRG3
clobazam,GABRP
clobazam,GABRQ
clobazam,GABRA1
clobazam,GABRA2
clobazam,GABRA3
clobazam,GABRA5
clobazam,GABRG1
clobazam,GABRG2
clobazam,GABRG3
mefloquine,AASS
mefloquine,MT-CO1
mefloquine,MT1B
mefloquine,ABCB1
mefloquine,PLOD1
mefloquine,ACHE
mefloquine,IGFALS
mefloquine,SLC15A2
mefloquine,YARS
mefloquine,CYP19A1
mefloquine,SLC11A2
mefloquine,SERPINE1
mefloquine,BCHE
mefloquine,CACNB2
mefloquine,SORD
mefloquine,CYP3A4
mefloquine,SLC30A5
mefloquine,ADORA2A
timolol,AASS
timolol,MT-CO1
timolol,MT1B
timolol,ABCB1
timolol,ADRB1
timolol,ACE2
timolol,SLC19A1
timolol,ARG1
timolol,CYP2D6
timolol,SLC30A4
timolol,NDUFA4L2
timolol,CYP2C19
timolol,ADRB2
trimethoprim,AASS
trimethoprim,MT-CO1
trimethoprim,MT1B
trimethoprim,ABCB1
trimethoprim,ALDH2
trimethoprim,ATP1A1
trimethoprim,SLC47A1
trimethoprim,BDH1
trimethoprim,TGM2
trimethoprim,SLC47A2
trimethoprim,SIGMAR1
trimethoprim,CYP1A2
trimethoprim,SLC39A2
trimethoprim,SORD
trimethoprim,CYP3A4
trimethoprim,SLC30A5
trimethoprim,MAT2A
trimethoprim,CYP2C9
trimethoprim,SLC39A1
trimethoprim,ALOX15
trimethoprim,CYP2C8
trimethoprim,SLC30A6
toremifene,AASS
toremifene,MT-CO1
toremifene,MT1B
toremifene,ABCB1
toremifene,ESR1
toremifene,SLC22A2
toremifene,SORD
toremifene,CYP3A4
toremifene,SLC30A5
toremifene,FGF4
toremifene,CYP1A1
toremifene,SHBG
carbamazepine,AASS
carbamazepine,MT-CO1
carbamazepine,MT1B
carbamazepine,ABCB1
carbamazepine,CD52
carbamazepine,ELANE
carbamazepine,MT4
carbamazepine,ABCC2
carbamazepine,CPT2
carbamazepine,SLC22A6
carbamazepine,RALBP1
carbamazepine,SLC38A3
carbamazepine,CYP3A5
carbamazepine,SLC30A7
carbamazepine,SIGMAR1
carbamazepine,CYP1A2
carbamazepine,SLC39A2
carbamazepine,SORD
carbamazepine,CYP3A4
carbamazepine,SLC30A5
carbamazepine,MAT2A
carbamazepine,CYP2C9
carbamazepine,SLC39A1
carbamazepine,ALOX15
carbamazepine,CYP2C8
carbamazepine,SLC30A6
carbamazepine,NDUFA4L2
carbamazepine,CYP2C19
carbamazepine,TYMS
carbamazepine,UGT1A1
carbamazepine,CYP2B6
carbamazepine,AOC1
carbamazepine,UGT2B7
carbamazepine,DHODH
carbamazepine,UGT1A6
carbamazepine,GOT2
carbamazepine,UGT1A7
carbamazepine,CHRNA4
carbamazepine,NR1I2
carbamazepine,SCN1A
carbamazepine,SCN10A
carbamazepine,SCN11A
carbamazepine,SCN2A
carbamazepine,SCN3A
carbamazepine,SCN4A
carbamazepine,SCN5A
carbamazepine,SCN7A
carbamazepine,SCN8A
carbamazepine,SCN9A
doxazosin,AASS
doxazosin,MT-CO1
doxazosin,MT1B
doxazosin,ABCB1
doxazosin,GSR
doxazosin,SLC22A1
doxazosin,ARG1
doxazosin,CYP2D6
doxazosin,SLC30A4
doxazosin,SORD
doxazosin,CYP3A4
doxazosin,SLC30A5
doxazosin,MAT2A
doxazosin,CYP2C9
doxazosin,SLC39A1
doxazosin,NDUFA4L2
doxazosin,CYP2C19
doxazosin,ADRA1A
doxazosin,ADRA1B
doxazosin,ADRA1D
doxazosin,KCNH2
doxazosin,KCNH6
doxazosin,KCNH7
bisoprolol,AASS
bisoprolol,MT-CO1
bisoprolol,MT1B
bisoprolol,ABCB1
bisoprolol,ADRB1
bisoprolol,ACE2
bisoprolol,SLC19A1
bisoprolol,SORD
bisoprolol,CYP3A4
bisoprolol,SLC30A5
bisoprolol,ADRB2
rifabutin,AASS
rifabutin,MT-CO1
rifabutin,MT1B
rifabutin,ABCB1
rifabutin,SORD
rifabutin,CYP3A4
rifabutin,SLC30A5
rifabutin,MAT2A
rifabutin,CYP2C9
rifabutin,SLC39A1
rifabutin,ALOX15
rifabutin,CYP2C8
rifabutin,SLC30A6
rifabutin,NDUFA4L2
rifabutin,CYP2C19
rifabutin,CYP2B6
rifabutin,HSP90AA1
rifabutin,HSP90B1
galantamine,AASS
galantamine,MT-CO1
galantamine,MT1B
galantamine,ABCB1
galantamine,ARG1
galantamine,CYP2D6
galantamine,SLC30A4
galantamine,SORD
galantamine,CYP3A4
galantamine,SLC30A5
galantamine,ACHE
galantamine,DGAT2
galantamine,BCHE
galantamine,CHRNA7
flurazepam,AASS
flurazepam,MT-CO1
flurazepam,MT1B
flurazepam,ABCB1
flurazepam,ESR1
flurazepam,SLC22A2
flurazepam,SORD
flurazepam,CYP3A4
flurazepam,SLC30A5
flurazepam,RBP4
flurazepam,CYP2A6
flurazepam,HSD17B10
flurazepam,CYP2E1
flurazepam,GABRA1
flurazepam,GABRA2
flurazepam,GABRA3
flurazepam,GABRA4
flurazepam,GABRA5
flurazepam,GABRA6
flurazepam,GABRB1
flurazepam,GABRB2
flurazepam,GABRB3
flurazepam,GABRD
flurazepam,GABRE
flurazepam,GABRG1
flurazepam,GABRG2
flurazepam,GABRG3
flurazepam,GABRP
flurazepam,GABRQ
flurazepam,GABRA1
flurazepam,GABRA2
flurazepam,GABRA3
flurazepam,GABRA5
flurazepam,GABRG1
flurazepam,GABRG2
flurazepam,GABRG3
ergotamine,AASS
ergotamine,MT-CO1
ergotamine,MT1B
ergotamine,ABCB1
ergotamine,ADRA2A
ergotamine,SOD1
ergotamine,SLC39A5
ergotamine,HTR1A
ergotamine,HNMT
ergotamine,SLC30A9
ergotamine,SORD
ergotamine,CYP3A4
ergotamine,SLC30A5
ergotamine,ADRA2C
ergotamine,FMO1
ergotamine,HTR2B
ergotamine,HTR2A
ergotamine,SULT1A4
ergotamine,HTR1F
ergotamine,NME1
ergotamine,ADRA1A
ergotamine,HTR2C
ergotamine,P4HA2
ergotamine,ADRA1B
ergotamine,HTR1D
ergotamine,ADRA1D
ergotamine,DRD2
ergotamine,HTR1B
ergotamine,DRD1
ergotamine,DRD5
paroxetine,AASS
paroxetine,MT-CO1
paroxetine,MT1B
paroxetine,ABCB1
paroxetine,ARG1
paroxetine,CYP2D6
paroxetine,SLC30A4
paroxetine,SIGMAR1
paroxetine,CYP1A2
paroxetine,SLC39A2
paroxetine,SORD
paroxetine,CYP3A4
paroxetine,SLC30A5
paroxetine,MAT2A
paroxetine,CYP2C9
paroxetine,SLC39A1
paroxetine,NDUFA4L2
paroxetine,CYP2C19
paroxetine,CYP2B6
paroxetine,HTR2B
paroxetine,HRH1
paroxetine,NUAK2
paroxetine,HTR2A
paroxetine,SULT1A4
paroxetine,SLC6A2
paroxetine,SLC6A4
paroxetine,DRD2
paroxetine,HTR1A
paroxetine,HTR1B
paroxetine,HTR1D
paroxetine,HTR1E
paroxetine,HTR1F
paroxetine,HTR2A
paroxetine,HTR2B
paroxetine,HTR2C
paroxetine,HTR3A
paroxetine,HTR3B
paroxetine,HTR3C
paroxetine,HTR3D
paroxetine,HTR3E
paroxetine,HTR4
paroxetine,HTR6
paroxetine,HTR7
paroxetine,ADRA1A
paroxetine,ADRA1B
paroxetine,ADRA1D
paroxetine,ADRA2A
paroxetine,ADRA2B
paroxetine,ADRA2C
paroxetine,ADRB1
paroxetine,ADRB2
paroxetine,ADRB3
paroxetine,DRD1
paroxetine,DRD5
paroxetine,CHRM1
paroxetine,CHRM2
paroxetine,CHRM3
paroxetine,CHRM4
paroxetine,CHRM5
trimipramine,AASS
trimipramine,MT-CO1
trimipramine,MT1B
trimipramine,ABCB1
trimipramine,ARG1
trimipramine,CYP2D6
trimipramine,SLC30A4
trimipramine,ADRA2A
trimipramine,SOD1
trimipramine,SLC39A5
trimipramine,HTR1A
trimipramine,HNMT
trimipramine,SLC30A9
trimipramine,MAT2A
trimipramine,CYP2C9
trimipramine,SLC39A1
trimipramine,HTR3A
trimipramine,NME1
trimipramine,AQP9
trimipramine,NDUFA4L2
trimipramine,CYP2C19
trimipramine,HRH1
trimipramine,NUAK2
trimipramine,HTR2A
trimipramine,SULT1A4
trimipramine,SLC6A2
trimipramine,ADRA1A
trimipramine,HTR2C
trimipramine,P4HA2
trimipramine,ADRA2B
trimipramine,ADRA1B
trimipramine,SLC6A3
trimipramine,HTR1D
trimipramine,SLC6A4
trimipramine,DRD2
trimipramine,ADRB1
trimipramine,ADRB2
trimipramine,ADRB3
trimipramine,DRD1
trimipramine,DRD5
trimipramine,CHRM1
trimipramine,CHRM2
trimipramine,CHRM3
trimipramine,CHRM4
trimipramine,CHRM5
clopidogrel,AASS
clopidogrel,MT-CO1
clopidogrel,MT1B
clopidogrel,ABCB1
clopidogrel,P2RY12
clopidogrel,CYP27A1
clopidogrel,LPA
clopidogrel,FOLR1
clopidogrel,ESR1
clopidogrel,SLC22A2
clopidogrel,GSR
clopidogrel,SLC22A1
clopidogrel,SLC38A3
clopidogrel,CYP3A5
clopidogrel,SLC30A7
clopidogrel,SIGMAR1
clopidogrel,CYP1A2
clopidogrel,SLC39A2
clopidogrel,SORD
clopidogrel,CYP3A4
clopidogrel,SLC30A5
clopidogrel,CACNB1
clopidogrel,CES1
clopidogrel,SLC39A8
clopidogrel,MAT2A
clopidogrel,CYP2C9
clopidogrel,SLC39A1
clopidogrel,ALOX15
